agent_id,from_zone_id,to_zone_id,departure_time,arrival_time,buffer_waiting_time,complete_flag,trip_time,demand_type,pricing_type,vehicle_type,information_type,value_of_time,toll_cost_in_dollar,emissions,distance_in_mile,TotalEnergy_(KJ),CO2_(g),NOX_(g),CO_(g),HC_(g),age,number_of_nodes,VMS_response_info,Evacuation_response_info,path_node_sequence,path_time_sequence,link_travel_time_sequence,path_sequence
87,4,3,1.14,1.50,0.06,1,0.36,1,1,1,1,15.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;3;, 1.2; 1.3; 1.5;,0.11;0.19;,"<4;1.20;0;0><5; 1.31;0.11;0.00><3; 1.50;0.19;0.00>"
88,4,1,1.19,1.60,0.01,1,0.41,1,1,2,1,10.00,0.000,0.000,0.193,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;1;, 1.2; 1.4; 1.6;,0.16;0.24;,"<4;1.20;0;0><5; 1.36;0.16;0.00><1; 1.60;0.24;0.00>"
89,1,3,1.19,18.50,0.01,1,17.31,1,1,1,1,10.00,0.000,0.000,10.102,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;3;, 1.2;18.3;18.5;,17.14;0.16;,"<1;1.20;0;0><5; 18.34;17.14;0.00><3; 18.50;0.16;0.00>"
90,2,4,1.19,1.60,0.01,1,0.41,1,1,1,1,10.00,0.000,0.000,0.193,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;4;, 1.2; 1.4; 1.6;,0.16;0.24;,"<2;1.20;0;0><5; 1.36;0.16;0.00><4; 1.60;0.24;0.00>"
91,3,2,1.19,1.80,0.01,1,0.61,1,1,1,1,10.00,0.000,0.000,0.197,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;2;, 1.2; 1.6; 1.8;,0.40;0.20;,"<3;1.20;0;0><5; 1.60;0.40;0.00><2; 1.80;0.20;0.00>"
92,3,4,1.20,2.00,0.00,1,0.80,1,1,2,1,10.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;4;, 1.2; 1.6; 2.0;,0.40;0.40;,"<3;1.20;0;0><5; 1.60;0.40;0.00><4; 2.00;0.40;0.00>"
93,1,2,1.20,18.50,0.00,1,17.30,1,1,1,1,10.00,0.000,0.000,10.095,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;2;, 1.2;18.3;18.5;,17.14;0.16;,"<1;1.20;0;0><5; 18.34;17.14;0.00><2; 18.50;0.16;0.00>"
94,2,1,1.20,1.60,0.00,1,0.40,1,1,1,1,10.00,0.000,0.000,0.190,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;1;, 1.2; 1.4; 1.6;,0.16;0.24;,"<2;1.20;0;0><5; 1.36;0.16;0.00><1; 1.60;0.24;0.00>"
95,4,3,1.20,1.60,0.00,1,0.40,1,1,1,1,10.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;3;, 1.2; 1.4; 1.6;,0.17;0.23;,"<4;1.20;0;0><5; 1.37;0.17;0.00><3; 1.60;0.23;0.00>"
96,1,2,1.26,18.60,0.04,1,17.34,1,1,1,1,5.00,0.000,0.000,10.095,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;2;, 1.3;18.4;18.6;,17.10;0.20;,"<1;1.30;0;0><5; 18.40;17.10;0.00><2; 18.60;0.20;0.00>"
97,2,1,1.26,1.60,0.04,1,0.34,1,1,1,1,10.00,0.000,0.000,0.190,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;1;, 1.3; 1.4; 1.6;,0.12;0.18;,"<2;1.30;0;0><5; 1.42;0.12;0.00><1; 1.60;0.18;0.00>"
98,3,4,1.26,2.00,0.04,1,0.74,1,1,1,1,1.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;4;, 1.3; 1.7; 2.0;,0.40;0.30;,"<3;1.30;0;0><5; 1.70;0.40;0.00><4; 2.00;0.30;0.00>"
99,4,3,1.26,1.60,0.04,1,0.34,1,1,2,1,5.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;3;, 1.3; 1.4; 1.6;,0.13;0.17;,"<4;1.30;0;0><5; 1.43;0.13;0.00><3; 1.60;0.17;0.00>"
100,1,2,1.32,18.70,-0.02,1,17.38,1,1,2,1,15.00,0.000,0.000,10.095,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;2;, 1.3;18.5;18.7;,17.16;0.24;,"<1;1.30;0;0><5; 18.46;17.16;0.00><2; 18.70;0.24;0.00>"
101,4,3,1.32,1.70,-0.02,1,0.38,1,1,1,1,20.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;3;, 1.3; 1.5; 1.7;,0.19;0.21;,"<4;1.30;0;0><5; 1.49;0.19;0.00><3; 1.70;0.21;0.00>"
102,2,1,1.32,1.70,-0.02,1,0.38,1,1,1,1,30.00,0.000,0.000,0.190,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;1;, 1.3; 1.5; 1.7;,0.18;0.22;,"<2;1.30;0;0><5; 1.48;0.18;0.00><1; 1.70;0.22;0.00>"
103,3,4,1.32,2.10,-0.02,1,0.78,1,1,1,1,10.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;4;, 1.3; 1.7; 2.1;,0.40;0.40;,"<3;1.30;0;0><5; 1.70;0.40;0.00><4; 2.10;0.40;0.00>"
104,1,2,1.38,18.70,0.02,1,17.32,1,1,2,1,10.00,0.000,0.000,10.095,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;2;, 1.4;18.5;18.7;,17.12;0.18;,"<1;1.40;0;0><5; 18.52;17.12;0.00><2; 18.70;0.18;0.00>"
105,4,3,1.38,1.80,0.02,1,0.42,1,1,2,1,60.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;3;, 1.4; 1.5; 1.8;,0.15;0.25;,"<4;1.40;0;0><5; 1.55;0.15;0.00><3; 1.80;0.25;0.00>"
106,2,1,1.38,1.70,0.02,1,0.32,1,1,1,1,30.00,0.000,0.000,0.190,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;1;, 1.4; 1.5; 1.7;,0.14;0.16;,"<2;1.40;0;0><5; 1.54;0.14;0.00><1; 1.70;0.16;0.00>"
107,3,4,1.38,2.10,0.02,1,0.72,1,1,2,1,30.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;4;, 1.4; 1.7; 2.1;,0.30;0.40;,"<3;1.40;0;0><5; 1.70;0.30;0.00><4; 2.10;0.40;0.00>"
108,1,2,1.44,18.80,0.06,1,17.36,1,1,1,1,10.00,0.000,0.000,10.095,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;2;, 1.5;18.6;18.8;,17.08;0.22;,"<1;1.50;0;0><5; 18.58;17.08;0.00><2; 18.80;0.22;0.00>"
109,4,3,1.44,1.80,0.06,1,0.36,1,1,1,1,15.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;3;, 1.5; 1.6; 1.8;,0.11;0.19;,"<4;1.50;0;0><5; 1.61;0.11;0.00><3; 1.80;0.19;0.00>"
110,2,1,1.44,1.80,0.06,1,0.36,1,1,1,1,15.00,0.000,0.000,0.190,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;1;, 1.5; 1.6; 1.8;,0.10;0.20;,"<2;1.50;0;0><5; 1.60;0.10;0.00><1; 1.80;0.20;0.00>"
111,3,4,1.44,2.10,0.06,1,0.66,1,1,1,1,20.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;4;, 1.5; 1.6; 2.1;,0.11;0.49;,"<3;1.50;0;0><5; 1.61;0.11;0.00><4; 2.10;0.49;0.00>"
112,3,2,1.49,1.90,0.01,1,0.41,1,1,1,1,10.00,0.000,0.000,0.197,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;2;, 1.5; 1.7; 1.9;,0.17;0.23;,"<3;1.50;0;0><5; 1.67;0.17;0.00><2; 1.90;0.23;0.00>"
113,4,1,1.49,1.90,0.01,1,0.41,1,1,1,1,30.00,0.000,0.000,0.193,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;1;, 1.5; 1.7; 1.9;,0.16;0.24;,"<4;1.50;0;0><5; 1.66;0.16;0.00><1; 1.90;0.24;0.00>"
114,2,4,1.49,2.10,0.01,1,0.61,1,1,2,1,30.00,0.000,0.000,0.193,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;4;, 1.5; 1.7; 2.1;,0.16;0.44;,"<2;1.50;0;0><5; 1.66;0.16;0.00><4; 2.10;0.44;0.00>"
115,1,3,1.49,18.80,0.01,1,17.31,1,1,1,1,10.00,0.000,0.000,10.102,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;3;, 1.5;18.6;18.8;,17.14;0.16;,"<1;1.50;0;0><5; 18.64;17.14;0.00><3; 18.80;0.16;0.00>"
116,1,2,1.50,18.80,0.00,1,17.30,1,1,1,1,30.00,0.000,0.000,10.095,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;2;, 1.5;18.6;18.8;,17.14;0.16;,"<1;1.50;0;0><5; 18.64;17.14;0.00><2; 18.80;0.16;0.00>"
117,4,3,1.50,1.90,0.00,1,0.40,1,1,1,1,20.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;3;, 1.5; 1.7; 1.9;,0.17;0.23;,"<4;1.50;0;0><5; 1.67;0.17;0.00><3; 1.90;0.23;0.00>"
118,2,1,1.50,1.90,0.00,1,0.40,1,1,1,1,1.00,0.000,0.000,0.190,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;1;, 1.5; 1.7; 1.9;,0.16;0.24;,"<2;1.50;0;0><5; 1.66;0.16;0.00><1; 1.90;0.24;0.00>"
119,3,4,1.50,2.10,0.00,1,0.60,1,1,2,1,15.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;4;, 1.5; 1.7; 2.1;,0.17;0.43;,"<3;1.50;0;0><5; 1.67;0.17;0.00><4; 2.10;0.43;0.00>"
120,1,2,1.56,18.90,0.04,1,17.34,1,1,1,1,20.00,0.000,0.000,10.095,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;2;, 1.6;18.7;18.9;,17.10;0.20;,"<1;1.60;0;0><5; 18.70;17.10;0.00><2; 18.90;0.20;0.00>"
121,4,3,1.56,1.90,0.04,1,0.34,1,1,2,1,5.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;3;, 1.6; 1.7; 1.9;,0.13;0.17;,"<4;1.60;0;0><5; 1.73;0.13;0.00><3; 1.90;0.17;0.00>"
122,2,1,1.56,1.90,0.04,1,0.34,1,1,1,1,5.00,0.000,0.000,0.190,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;1;, 1.6; 1.7; 1.9;,0.12;0.18;,"<2;1.60;0;0><5; 1.72;0.12;0.00><1; 1.90;0.18;0.00>"
123,3,4,1.56,2.20,0.04,1,0.64,1,1,1,1,20.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;4;, 1.6; 1.7; 2.2;,0.13;0.47;,"<3;1.60;0;0><5; 1.73;0.13;0.00><4; 2.20;0.47;0.00>"
124,1,2,1.62,19.00,-0.02,1,17.38,1,1,1,1,10.00,0.000,0.000,10.095,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;2;, 1.6;18.8;19.0;,17.16;0.24;,"<1;1.60;0;0><5; 18.76;17.16;0.00><2; 19.00;0.24;0.00>"
125,2,1,1.62,2.00,-0.02,1,0.38,1,1,1,1,30.00,0.000,0.000,0.190,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;1;, 1.6; 1.8; 2.0;,0.18;0.22;,"<2;1.60;0;0><5; 1.78;0.18;0.00><1; 2.00;0.22;0.00>"
126,3,4,1.62,2.20,-0.02,1,0.58,1,1,1,1,30.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;4;, 1.6; 1.8; 2.2;,0.19;0.41;,"<3;1.60;0;0><5; 1.79;0.19;0.00><4; 2.20;0.41;0.00>"
127,4,3,1.62,2.00,-0.02,1,0.38,1,1,1,1,5.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;3;, 1.6; 1.8; 2.0;,0.19;0.21;,"<4;1.60;0;0><5; 1.79;0.19;0.00><3; 2.00;0.21;0.00>"
128,1,2,1.68,19.00,0.02,1,17.32,1,1,2,1,20.00,0.000,0.000,10.095,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;2;, 1.7;18.8;19.0;,17.12;0.18;,"<1;1.70;0;0><5; 18.82;17.12;0.00><2; 19.00;0.18;0.00>"
129,4,3,1.68,2.10,0.02,1,0.42,1,1,1,1,5.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;3;, 1.7; 1.8; 2.1;,0.15;0.25;,"<4;1.70;0;0><5; 1.85;0.15;0.00><3; 2.10;0.25;0.00>"
130,2,1,1.68,2.00,0.02,1,0.32,1,1,2,1,5.00,0.000,0.000,0.190,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;1;, 1.7; 1.8; 2.0;,0.14;0.16;,"<2;1.70;0;0><5; 1.84;0.14;0.00><1; 2.00;0.16;0.00>"
131,3,4,1.68,2.20,0.02,1,0.52,1,1,1,1,1.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;4;, 1.7; 1.9; 2.2;,0.15;0.35;,"<3;1.70;0;0><5; 1.85;0.15;0.00><4; 2.20;0.35;0.00>"
132,1,2,1.74,19.10,0.06,1,17.36,1,1,1,1,30.00,0.000,0.000,10.095,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;2;, 1.8;18.9;19.1;,17.08;0.22;,"<1;1.80;0;0><5; 18.88;17.08;0.00><2; 19.10;0.22;0.00>"
133,2,1,1.74,2.10,0.06,1,0.36,1,1,1,1,15.00,0.000,0.000,0.190,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;1;, 1.8; 1.9; 2.1;,0.10;0.20;,"<2;1.80;0;0><5; 1.90;0.10;0.00><1; 2.10;0.20;0.00>"
134,4,3,1.74,2.10,0.06,1,0.36,1,1,1,1,30.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;3;, 1.8; 1.9; 2.1;,0.11;0.19;,"<4;1.80;0;0><5; 1.91;0.11;0.00><3; 2.10;0.19;0.00>"
135,3,4,1.74,2.20,0.06,1,0.46,1,1,1,1,15.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;4;, 1.8; 1.9; 2.2;,0.11;0.29;,"<3;1.80;0;0><5; 1.91;0.11;0.00><4; 2.20;0.29;0.00>"
136,4,1,1.79,2.20,0.01,1,0.41,1,1,1,1,30.00,0.000,0.000,0.193,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;1;, 1.8; 2.0; 2.2;,0.16;0.24;,"<4;1.80;0;0><5; 1.96;0.16;0.00><1; 2.20;0.24;0.00>"
137,3,2,1.79,3.60,0.01,1,1.81,1,1,1,1,15.00,0.000,0.000,0.197,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;2;, 1.8; 3.4; 3.6;,1.60;0.20;,"<3;1.80;0;0><5; 3.40;1.60;0.00><2; 3.60;0.20;0.00>"
138,2,4,1.79,2.30,0.01,1,0.51,1,1,1,1,10.00,0.000,0.000,0.193,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;4;, 1.8; 2.0; 2.3;,0.15;0.35;,"<2;1.80;0;0><5; 1.95;0.15;0.00><4; 2.30;0.35;0.00>"
139,1,3,1.79,20.20,0.01,1,18.41,1,1,1,1,30.00,0.000,0.000,10.102,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;3;, 1.8;20.0;20.2;,18.20;0.20;,"<1;1.80;0;0><5; 20.00;18.20;0.00><3; 20.20;0.20;0.00>"
140,1,2,1.80,19.10,0.00,1,17.30,1,1,1,1,60.00,0.000,0.000,10.095,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;2;, 1.8;18.9;19.1;,17.14;0.16;,"<1;1.80;0;0><5; 18.94;17.14;0.00><2; 19.10;0.16;0.00>"
141,3,4,1.80,3.60,0.00,1,1.80,1,1,1,1,30.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;4;, 1.8; 3.4; 3.6;,1.60;0.20;,"<3;1.80;0;0><5; 3.40;1.60;0.00><4; 3.60;0.20;0.00>"
142,2,1,1.80,2.20,0.00,1,0.40,1,1,1,1,30.00,0.000,0.000,0.190,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;1;, 1.8; 2.0; 2.2;,0.16;0.24;,"<2;1.80;0;0><5; 1.96;0.16;0.00><1; 2.20;0.24;0.00>"
143,4,3,1.80,2.20,0.00,1,0.40,1,1,1,1,30.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;3;, 1.8; 2.0; 2.2;,0.17;0.23;,"<4;1.80;0;0><5; 1.97;0.17;0.00><3; 2.20;0.23;0.00>"
144,1,2,1.86,19.20,0.04,1,17.34,1,1,1,1,10.00,0.000,0.000,10.095,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;2;, 1.9;19.0;19.2;,17.10;0.20;,"<1;1.90;0;0><5; 19.00;17.10;0.00><2; 19.20;0.20;0.00>"
145,2,1,1.86,2.20,0.04,1,0.34,1,1,1,1,30.00,0.000,0.000,0.190,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;1;, 1.9; 2.0; 2.2;,0.12;0.18;,"<2;1.90;0;0><5; 2.02;0.12;0.00><1; 2.20;0.18;0.00>"
146,4,3,1.86,2.20,0.04,1,0.34,1,1,2,1,30.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;3;, 1.9; 2.0; 2.2;,0.13;0.17;,"<4;1.90;0;0><5; 2.03;0.13;0.00><3; 2.20;0.17;0.00>"
147,3,4,1.86,3.60,0.04,1,1.74,1,1,1,1,10.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;4;, 1.9; 3.4; 3.6;,1.50;0.20;,"<3;1.90;0;0><5; 3.40;1.50;0.00><4; 3.60;0.20;0.00>"
148,1,2,1.92,19.30,-0.02,1,17.38,1,1,1,1,20.00,0.000,0.000,10.095,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;2;, 1.9;19.1;19.3;,17.16;0.24;,"<1;1.90;0;0><5; 19.06;17.16;0.00><2; 19.30;0.24;0.00>"
149,2,1,1.92,2.30,-0.02,1,0.38,1,1,2,1,5.00,0.000,0.000,0.190,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;1;, 1.9; 2.1; 2.3;,0.18;0.22;,"<2;1.90;0;0><5; 2.08;0.18;0.00><1; 2.30;0.22;0.00>"
150,3,4,1.92,3.60,-0.02,1,1.68,1,1,1,1,10.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;4;, 1.9; 3.4; 3.6;,1.50;0.20;,"<3;1.90;0;0><5; 3.40;1.50;0.00><4; 3.60;0.20;0.00>"
151,4,3,1.92,2.30,-0.02,1,0.38,1,1,1,1,20.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;3;, 1.9; 2.1; 2.3;,0.19;0.21;,"<4;1.90;0;0><5; 2.09;0.19;0.00><3; 2.30;0.21;0.00>"
152,1,2,1.98,19.30,0.02,1,17.32,1,1,1,1,20.00,0.000,0.000,10.095,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;2;, 2.0;19.1;19.3;,17.12;0.18;,"<1;2.00;0;0><5; 19.12;17.12;0.00><2; 19.30;0.18;0.00>"
153,3,4,1.98,3.60,0.02,1,1.62,1,1,1,1,5.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;4;, 2.0; 3.4; 3.6;,1.40;0.20;,"<3;2.00;0;0><5; 3.40;1.40;0.00><4; 3.60;0.20;0.00>"
154,2,1,1.98,2.30,0.02,1,0.32,1,1,1,1,30.00,0.000,0.000,0.190,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;1;, 2.0; 2.1; 2.3;,0.14;0.16;,"<2;2.00;0;0><5; 2.14;0.14;0.00><1; 2.30;0.16;0.00>"
155,4,3,1.98,2.40,0.02,1,0.42,1,1,1,1,30.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;3;, 2.0; 2.1; 2.4;,0.15;0.25;,"<4;2.00;0;0><5; 2.15;0.15;0.00><3; 2.40;0.25;0.00>"
156,1,2,2.04,19.40,0.06,1,17.36,1,1,2,1,15.00,0.000,0.000,10.095,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;2;, 2.1;19.2;19.4;,17.08;0.22;,"<1;2.10;0;0><5; 19.18;17.08;0.00><2; 19.40;0.22;0.00>"
157,2,1,2.04,2.40,0.06,1,0.36,1,1,1,1,15.00,0.000,0.000,0.190,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;1;, 2.1; 2.2; 2.4;,0.10;0.20;,"<2;2.10;0;0><5; 2.20;0.10;0.00><1; 2.40;0.20;0.00>"
158,3,4,2.04,3.70,0.06,1,1.66,1,1,1,1,5.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;4;, 2.1; 3.4; 3.7;,1.30;0.30;,"<3;2.10;0;0><5; 3.40;1.30;0.00><4; 3.70;0.30;0.00>"
159,4,3,2.04,2.40,0.06,1,0.36,1,1,1,1,10.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;3;, 2.1; 2.2; 2.4;,0.11;0.19;,"<4;2.10;0;0><5; 2.21;0.11;0.00><3; 2.40;0.19;0.00>"
160,1,3,2.09,20.20,0.01,1,18.11,1,1,1,1,15.00,0.000,0.000,10.102,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;3;, 2.1;20.0;20.2;,17.90;0.20;,"<1;2.10;0;0><5; 20.00;17.90;0.00><3; 20.20;0.20;0.00>"
161,2,4,2.09,2.50,0.01,1,0.41,1,1,1,1,10.00,0.000,0.000,0.193,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;4;, 2.1; 2.3; 2.5;,0.15;0.25;,"<2;2.10;0;0><5; 2.25;0.15;0.00><4; 2.50;0.25;0.00>"
162,3,2,2.09,3.70,0.01,1,1.61,1,1,1,1,10.00,0.000,0.000,0.197,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;2;, 2.1; 3.5; 3.7;,1.40;0.20;,"<3;2.10;0;0><5; 3.50;1.40;0.00><2; 3.70;0.20;0.00>"
163,4,1,2.09,2.50,0.01,1,0.41,1,1,1,1,10.00,0.000,0.000,0.193,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;1;, 2.1; 2.3; 2.5;,0.16;0.24;,"<4;2.10;0;0><5; 2.26;0.16;0.00><1; 2.50;0.24;0.00>"
164,1,2,2.10,19.40,0.00,1,17.30,1,1,1,1,10.00,0.000,0.000,10.095,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;2;, 2.1;19.2;19.4;,17.14;0.16;,"<1;2.10;0;0><5; 19.24;17.14;0.00><2; 19.40;0.16;0.00>"
165,4,3,2.10,2.50,0.00,1,0.40,1,1,1,1,20.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;3;, 2.1; 2.3; 2.5;,0.17;0.23;,"<4;2.10;0;0><5; 2.27;0.17;0.00><3; 2.50;0.23;0.00>"
166,2,1,2.10,2.50,0.00,1,0.40,1,1,1,1,20.00,0.000,0.000,0.190,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;1;, 2.1; 2.3; 2.5;,0.16;0.24;,"<2;2.10;0;0><5; 2.26;0.16;0.00><1; 2.50;0.24;0.00>"
167,3,4,2.10,3.70,0.00,1,1.60,1,1,1,1,10.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;4;, 2.1; 3.5; 3.7;,1.40;0.20;,"<3;2.10;0;0><5; 3.50;1.40;0.00><4; 3.70;0.20;0.00>"
168,1,2,2.16,19.50,0.04,1,17.34,1,1,1,1,10.00,0.000,0.000,10.095,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;2;, 2.2;19.3;19.5;,17.10;0.20;,"<1;2.20;0;0><5; 19.30;17.10;0.00><2; 19.50;0.20;0.00>"
169,4,3,2.16,2.50,0.04,1,0.34,1,1,2,1,15.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;3;, 2.2; 2.3; 2.5;,0.13;0.17;,"<4;2.20;0;0><5; 2.33;0.13;0.00><3; 2.50;0.17;0.00>"
170,2,1,2.16,2.50,0.04,1,0.34,1,1,1,1,20.00,0.000,0.000,0.190,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;1;, 2.2; 2.3; 2.5;,0.12;0.18;,"<2;2.20;0;0><5; 2.32;0.12;0.00><1; 2.50;0.18;0.00>"
171,3,4,2.16,3.70,0.04,1,1.54,1,1,2,1,20.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;4;, 2.2; 3.5; 3.7;,1.30;0.20;,"<3;2.20;0;0><5; 3.50;1.30;0.00><4; 3.70;0.20;0.00>"
172,1,2,2.22,20.20,-0.02,1,17.98,1,1,2,1,30.00,0.000,0.000,10.095,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,1;5;2;, 2.2;20.0;20.2;,17.80;0.20;,"<1;2.20;0;0><5; 20.00;17.80;0.00><2; 20.20;0.20;0.00>"
173,3,4,2.22,3.70,-0.02,1,1.48,1,1,1,1,15.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,3;5;4;, 2.2; 3.5; 3.7;,1.30;0.20;,"<3;2.20;0;0><5; 3.50;1.30;0.00><4; 3.70;0.20;0.00>"
174,4,3,2.22,2.60,-0.02,1,0.38,1,1,2,1,1.00,0.000,0.000,0.200,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,4;5;3;, 2.2; 2.4; 2.6;,0.19;0.21;,"<4;2.20;0;0><5; 2.39;0.19;0.00><3; 2.60;0.21;0.00>"
175,2,1,2.22,2.60,-0.02,1,0.38,1,1,2,1,30.00,0.000,0.000,0.190,0.000000,0.000000,0.000000,0.000000,0.000000,0,3,,,2;5;1;, 2.2; 2.4; 2.6;,0.18;0.22;,"<2;2.20;0;0><5; 2.38;0.18;0.00><1; 2.60;0.22;0.00>"
